"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 2068";"";"12,05";"33,66";"42,25";"56,51"
"SEZIONE 2069";"";"13,56";"37,54";"43,38";"56,20"
"SEZIONE 2070";"";"12,05";"33,22";"40,53";"53,01"
"SEZIONE 2071";"";"15,32";"42,38";"47,57";"58,64"
"SEZIONE 2072";"";"15,77";"37,66";"44,32";"56,76"
"SEZIONE 2073";"";"11,72";"39,69";"47,50";"58,13"
"SEZIONE 2074";"";"15,96";"36,58";"43,31";"53,12"
"SEZIONE 2075";"";"14,58";"35,33";"40,65";"54,02"
"SEZIONE 2076";"";"14,86";"41,17";"48,34";"60,31"
"SEZIONE 2077";"";"15,09";"36,98";"43,95";"57,46"
"SEZIONE 2078";"";"16,46";"38,67";"45,04";"55,66"
"SEZIONE 2079";"";"13,92";"36,61";"43,79";"54,52"
"SEZIONE 2080";"";"12,06";"32,75";"40,40";"50,70"
"SEZIONE 2081";"";"18,68";"44,44";"51,05";"61,87"
"SEZIONE 2082";"";"17,08";"40,55";"46,76";"57,81"
"SEZIONE 2083";"";"14,00";"40,20";"46,42";"58,93"
"SEZIONE 2084";"";"16,27";"38,87";"47,09";"60,45"
"SEZIONE 2085";"";"14,20";"34,73";"41,75";"50,81"
"SEZIONE 2086";"";"15,85";"37,62";"43,62";"55,27"
"SEZIONE 2087";"";"14,08";"39,66";"48,23";"60,95"
"SEZIONE 2088";"";"14,39";"36,20";"42,53";"55,85"
"SEZIONE 2089";"";"19,36";"45,22";"52,18";"64,58"
"SEZIONE 2090";"";"16,81";"39,12";"46,22";"59,36"
"SEZIONE 2091";"";"17,92";"42,21";"49,61";"62,99"
"SEZIONE 2092";"";"16,55";"40,43";"47,16";"56,74"
"SEZIONE 2093";"";"14,07";"36,50";"43,85";"61,47"
"SEZIONE 2094";"";"17,52";"40,52";"47,97";"60,00"
"SEZIONE 2095";"";"15,61";"41,19";"50,45";"63,04"
"SEZIONE 2096";"";"14,47";"38,16";"44,52";"57,70"
"SEZIONE 2097";"";"16,75";"34,52";"40,95";"53,81"
"SEZIONE 2098";"";"20,72";"38,40";"48,20";"57,46"
"SEZIONE 2099";"";"14,17";"36,99";"44,40";"54,94"
"SEZIONE 2100";"";"14,99";"36,19";"42,50";"54,40"
"SEZIONE 2101";"";"13,06";"35,21";"40,23";"49,95"
"SEZIONE 2102";"";"11,93";"31,94";"38,24";"47,96"
"SEZIONE 2103";"";"16,48";"40,87";"47,66";"64,78"
"SEZIONE 2104";"";"10,94";"37,70";"44,21";"57,50"
"SEZIONE 2105";"";"14,37";"42,39";"49,14";"62,07"
"SEZIONE 2106";"";"15,94";"38,13";"47,97";"63,44"
"SEZIONE 2107";"";"12,80";"37,76";"50,56";"67,68"
"SEZIONE 2108";"";"13,08";"37,87";"46,59";"63,76"
"SEZIONE 2109";"";"12,86";"38,10";"46,03";"62,74"
"SEZIONE 2110";"";"14,72";"32,86";"39,92";"52,72"
"SEZIONE 2111";"";"15,68";"40,82";"49,72";"64,18"
"SEZIONE 2112";"";"14,78";"38,55";"45,65";"61,01"
"SEZIONE 2113";"";"13,43";"40,11";"49,73";"65,88"
"SEZIONE 2114";"";"18,36";"44,23";"54,90";"70,10"
"SEZIONE 2115";"";"17,55";"44,54";"53,83";"68,73"
"SEZIONE 2116";"";"14,61";"38,20";"43,66";"57,04"
"SEZIONE 2117";"";"17,14";"40,30";"49,53";"65,73"
"SEZIONE 2118";"";"17,12";"40,54";"47,30";"63,29"
"SEZIONE 2119";"";"18,50";"41,35";"52,63";"69,62"
"SEZIONE 2120";"";"12,23";"42,01";"42,21";"63,71"
"SEZIONE 2121";"";"13,93";"55,99";"60,42";"72,53"
"SEZIONE 2122";"";"24,90";"51,79";"60,13";"74,30"
"SEZIONE 2123";"";"19,20";"46,72";"56,48";"72,96"
"SEZIONE 2124";"";"17,84";"49,39";"56,86";"72,56"
"SEZIONE 2125";"";"18,94";"51,88";"59,18";"73,53"
"SEZIONE 2126";"";"15,73";"46,51";"55,13";"71,41"
"SEZIONE 2127";"";"15,16";"45,73";"56,20";"71,48"
"SEZIONE 2128";"";"12,88";"44,20";"54,18";"69,72"
"SEZIONE 2129";"";"18,07";"50,55";"60,31";"75,39"
"SEZIONE 2130";"";"15,98";"45,45";"56,30";"69,06"
"SEZIONE 2131";"";"18,87";"49,33";"58,36";"74,66"
"SEZIONE 2132";"";"13,43";"45,58";"54,59";"66,43"
"SEZIONE 2133";"";"19,45";"43,72";"51,03";"64,69"
"SEZIONE 2134";"";"13,89";"42,37";"51,46";"66,72"
"SEZIONE 2135";"";"17,59";"46,85";"54,63";"71,85"
"SEZIONE 2136";"";"14,13";"39,76";"51,26";"68,50"
"SEZIONE 2137";"";"16,47";"48,16";"59,39";"72,82"
"SEZIONE 2138";"";"20,00";"49,76";"58,93";"74,17"
"SEZIONE 2139";"";"17,23";"47,30";"56,23";"71,95"
"SEZIONE 2140";"";"16,03";"45,55";"53,56";"70,10"
"SEZIONE 2141";"";"15,77";"46,70";"54,65";"74,02"
"SEZIONE 2142";"";"18,76";"48,69";"57,60";"72,92"
"SEZIONE 2143";"";"16,60";"48,81";"59,25";"74,09"
"SEZIONE 2144";"";"19,72";"46,56";"57,41";"74,45"
"SEZIONE 2145";"";"18,76";"51,17";"59,31";"74,48"
"SEZIONE 2146";"";"19,54";"51,46";"61,29";"75,73"
"SEZIONE 2147";"";"11,40";"32,65";"38,50";"50,39"
"SEZIONE 2148";"";"19,10";"46,01";"56,48";"74,09"
"SEZIONE 2149";"";"14,29";"44,30";"54,39";"71,69"
"SEZIONE 2150";"";"14,04";"45,55";"57,72";"73,01"
"SEZIONE 2151";"";"18,82";"45,32";"51,68";"66,91"
"SEZIONE 2152";"";"21,45";"50,55";"60,30";"74,60"
"SEZIONE 2153";"";"22,85";"50,00";"59,51";"71,58"
"SEZIONE 2154";"";"18,44";"51,06";"60,00";"71,63"
"SEZIONE 2155";"";"19,46";"49,33";"58,38";"71,24"
"SEZIONE 2156";"";"18,03";"45,41";"54,92";"68,36"
"SEZIONE 2157";"";"17,59";"47,70";"58,97";"71,95"
"SEZIONE 2158";"";"20,20";"51,12";"61,22";"62,97"
"SEZIONE 2159";"";"18,81";"51,61";"59,90";"72,52"
"SEZIONE 2160";"";"16,44";"46,64";"54,25";"67,00"
"SEZIONE 2161";"";"17,18";"48,58";"55,95";"69,23"
"SEZIONE 2162";"";"15,57";"46,52";"53,19";"68,18"
"SEZIONE 2163";"";"16,20";"50,50";"59,27";"71,70"
"SEZIONE 2164";"";"14,30";"44,96";"55,83";"68,66"
"SEZIONE 2165";"";"15,64";"48,19";"56,71";"69,08"
"SEZIONE 2166";"";"19,37";"55,13";"62,75";"75,56"
"SEZIONE 2167";"";"18,65";"50,92";"59,73";"71,82"
"SEZIONE 2168";"";"18,13";"48,60";"58,34";"72,54"
"SEZIONE 2169";"";"16,15";"45,53";"54,86";"70,82"
"SEZIONE 2170";"";"14,81";"46,27";"55,08";"68,91"
"SEZIONE 2171";"";"18,80";"48,12";"55,26";"67,29"
"SEZIONE 2172";"";"20,62";"49,04";"58,01";"70,62"
"SEZIONE 2173";"";"19,71";"54,02";"61,27";"73,16"
"SEZIONE 2174";"";"20,60";"51,70";"61,20";"73,30"
"SEZIONE 2175";"";"18,12";"55,03";"63,42";"76,01"
"SEZIONE 2176";"";"19,74";"49,87";"58,05";"70,91"
"SEZIONE 2177";"";"20,02";"49,34";"58,26";"73,34"
"SEZIONE 2178";"";"21,15";"52,69";"61,61";"74,57"
"SEZIONE 2179";"";"19,31";"48,91";"57,48";"70,25"
"SEZIONE 2180";"";"21,84";"50,87";"60,17";"71,34"
"SEZIONE 2181";"";"22,32";"54,98";"64,82";"75,79"
"SEZIONE 2182";"";"17,65";"48,85";"57,54";"70,59"
"SEZIONE 2183";"";"13,78";"48,61";"56,11";"70,37"
"SEZIONE 2184";"";"18,55";"49,01";"56,94";"69,43"
"SEZIONE 2185";"";"19,98";"44,09";"50,59";"65,01"
"SEZIONE 2186";"";"16,99";"45,53";"56,29";"73,95"
"SEZIONE 2187";"";"19,48";"46,82";"57,05";"69,79"
"SEZIONE 2188";"";"17,06";"40,02";"45,83";"58,35"
"SEZIONE 2189";"";"21,45";"49,33";"57,82";"72,12"
"SEZIONE 2190";"";"20,10";"48,77";"59,19";"72,55"
"SEZIONE 2191";"";"24,76";"53,40";"61,77";"74,64"
"SEZIONE 2192";"";"20,77";"49,52";"59,42";"72,68"
"SEZIONE 2193";"";"24,43";"56,15";"65,40";"76,78"
"SEZIONE 2194";"";"20,59";"51,31";"77,45";"N.P."
"SEZIONE 2195";"";"20,85";"57,75";"67,32";"75,63"
"SEZIONE 2196";"";"18,88";"54,18";"61,82";"73,92"
"SEZIONE 2197";"";"18,76";"48,45";"55,69";"69,57"
"SEZIONE 2198";"";"17,38";"49,91";"59,89";"75,23"
"SEZIONE 2199";"";"20,33";"51,11";"60,17";"74,37"
"SEZIONE 2200";"";"16,11";"57,50";"64,77";"79,78"
"SEZIONE 2201";"";"18,65";"49,91";"59,41";"76,34"
"SEZIONE 2202";"";"23,98";"56,66";"66,76";"80,08"
"SEZIONE 2203";"";"23,41";"54,67";"63,11";"75,70"
"SEZIONE 2204";"";"21,32";"55,56";"61,56";"78,38"
"SEZIONE 2205";"";"16,34";"54,27";"62,82";"78,26"
"SEZIONE 2206";"";"18,17";"50,16";"69,72";"75,16"
"SEZIONE 2207";"";"16,67";"51,06";"59,39";"76,85"
"SEZIONE 2208";"";"17,42";"39,89";"42,15";"74,87"
"SEZIONE 2209";"";"17,72";"47,75";"57,81";"74,77"
"SEZIONE 2210";"";"16,49";"49,28";"57,35";"74,73"
"SEZIONE 2211";"";"33,78";"47,11";"55,56";"68,89"
"SEZIONE 2212";"";"20,99";"38,69";"55,11";"67,34"
"SEZIONE 2213";"";"17,20";"51,04";"57,66";"68,43"
"SEZIONE 2214";"";"9,46";"27,77";"35,81";"45,27"
"SEZIONE 2215";"";"17,51";"46,69";"56,47";"70,19"
"SEZIONE 2216";"";"17,81";"49,29";"55,84";"68,95"
"SEZIONE 2217";"";"18,73";"48,49";"55,29";"71,30"
"SEZIONE 2218";"";"18,57";"46,73";"56,85";"69,14"
"SEZIONE 2219";"";"19,63";"54,44";"63,21";"74,81"
"SEZIONE 2220";"";"21,14";"44,08";"50,82";"62,67"
"SEZIONE 2221";"";"17,46";"45,40";"52,70";"66,67"
"SEZIONE 2222";"";"21,00";"46,47";"55,58";"71,19"
"SEZIONE 2223";"";"17,47";"43,25";"50,17";"62,11"
"SEZIONE 2224";"";"15,96";"46,23";"53,16";"72,14"
"SEZIONE 2225";"";"15,71";"40,28";"48,83";"60,34"
"SEZIONE 2226";"";"16,34";"48,29";"58,22";"70,42"
"SEZIONE 2227";"";"13,64";"41,34";"48,90";"62,22"
"SEZIONE 2228";"";"19,54";"46,96";"54,24";"66,50"
"SEZIONE 2229";"";"16,84";"48,40";"55,75";"69,99"
"SEZIONE 2230";"";"18,83";"49,22";"57,63";"70,61"
"SEZIONE 2231";"";"21,10";"49,47";"57,45";"73,05"
"SEZIONE 2232";"";"21,28";"49,66";"58,39";"71,62"
"SEZIONE 2233";"";"20,83";"50,90";"58,90";"74,21"
"SEZIONE 2234";"";"16,91";"49,40";"59,92";"73,10"
"SEZIONE 2235";"";"18,28";"48,92";"58,87";"72,85"
"SEZIONE 2236";"";"18,21";"38,62";"54,31";"66,34"
"SEZIONE 2237";"";"20,31";"49,79";"57,72";"69,40"
"SEZIONE 2238";"";"20,00";"46,62";"54,15";"68,62"
"SEZIONE 2239";"";"17,23";"49,89";"59,64";"72,00"
"SEZIONE 2240";"";"18,83";"50,11";"60,06";"74,24"
"SEZIONE 2241";"";"19,04";"45,80";"55,43";"68,76"
"SEZIONE 2242";"";"20,70";"49,18";"59,97";"71,64"
"SEZIONE 2243";"";"16,22";"49,39";"59,34";"72,36"
"SEZIONE 2244";"";"19,44";"51,73";"60,58";"72,68"
"SEZIONE 2245";"";"20,11";"42,86";"51,20";"64,91"
"SEZIONE 2246";"";"15,50";"38,82";"49,52";"65,34"
"SEZIONE 2247";"";"18,61";"42,43";"52,37";"64,35"
"SEZIONE 2248";"";"15,54";"41,82";"48,56";"64,51"
"SEZIONE 2249";"";"19,66";"44,27";"51,45";"65,47"
"SEZIONE 2250";"";"11,14";"23,88";"28,86";"38,41"
"SEZIONE 2251";"";"15,74";"38,58";"44,15";"57,01"
"SEZIONE 2252";"";"18,92";"44,59";"53,89";"64,02"
"SEZIONE 2253";"";"17,24";"46,48";"55,86";"67,86"
"SEZIONE 2254";"";"14,35";"41,01";"48,26";"60,25"
"SEZIONE 2255";"";"16,64";"39,02";"47,92";"62,27"
"SEZIONE 2256";"";"16,33";"40,76";"47,47";"61,52"
"SEZIONE 2257";"";"16,90";"37,65";"43,61";"57,01"
"SEZIONE 2258";"";"20,24";"39,68";"48,36";"62,94"
"SEZIONE 2259";"";"19,43";"45,34";"51,01";"63,43"
"SEZIONE 2260";"";"20,49";"49,91";"55,52";"68,30"
"SEZIONE 2261";"";"22,91";"50,41";"57,12";"69,07"
"SEZIONE 2262";"";"19,65";"46,38";"51,73";"65,57"
"SEZIONE 2263";"";"19,48";"43,21";"51,99";"65,29"
"SEZIONE 2264";"";"19,71";"40,14";"50,99";"66,37"
"SEZIONE 2265";"";"16,30";"40,67";"47,91";"65,18"
"SEZIONE 2266";"";"18,57";"44,29";"51,11";"67,78"
"SEZIONE 2267";"";"17,87";"42,79";"48,52";"62,30"
"SEZIONE 2268";"";"19,19";"43,80";"53,49";"63,95"
"SEZIONE 2269";"";"18,76";"47,33";"54,56";"65,58"
"SEZIONE 2270";"";"22,49";"50,82";"58,50";"70,02"
"SEZIONE 2271";"";"15,66";"42,25";"49,21";"63,29"
"SEZIONE 2272";"";"15,16";"38,39";"46,57";"58,48"
"SEZIONE 2273";"";"17,86";"43,32";"54,19";"70,50"
"SEZIONE 2274";"";"19,71";"49,60";"58,32";"68,98"
"SEZIONE 2275";"";"14,68";"41,63";"48,88";"60,88"
"SEZIONE 2276";"";"13,33";"33,99";"41,20";"53,30"
"SEZIONE 2277";"";"14,73";"42,07";"48,69";"63,17"
"SEZIONE 2278";"";"12,21";"29,43";"32,44";"43,98"
"SEZIONE 2279";"";"16,22";"33,64";"38,56";"50,66"
"SEZIONE 2280";"";"15,67";"39,98";"46,66";"59,17"
"SEZIONE 2281";"";"14,90";"39,30";"45,48";"60,06"
"SEZIONE 2282";"";"16,10";"41,10";"47,14";"58,90"
"SEZIONE 2283";"";"17,91";"35,67";"41,34";"54,33"
"SEZIONE 2284";"";"15,83";"43,80";"44,54";"55,34"
"SEZIONE 2285";"";"16,69";"40,05";"44,93";"56,26"
"SEZIONE 2286";"";"11,70";"25,95";"30,66";"43,13"
"SEZIONE 2287";"";"11,76";"28,81";"31,78";"43,80"
"SEZIONE 2288";"";"13,38";"30,14";"34,19";"46,35"
"SEZIONE 2289";"";"15,78";"40,86";"47,03";"56,54"
"SEZIONE 2290";"";"20,59";"49,33";"60,15";"73,04"
"SEZIONE 2291";"";"15,95";"44,02";"50,07";"65,73"
"SEZIONE 2292";"";"16,51";"45,67";"51,44";"65,22"
"SEZIONE 2293";"";"14,86";"47,30";"54,22";"66,05"
"SEZIONE 2294";"";"19,20";"43,28";"48,34";"59,34"
"SEZIONE 2295";"";"19,09";"45,57";"53,16";"N.P."
"SEZIONE 2296";"";"18,87";"43,67";"52,56";"64,69"
"SEZIONE 2297";"";"17,57";"45,05";"51,95";"61,41"
"SEZIONE 2298";"";"16,28";"40,12";"46,22";"59,16"
"SEZIONE 2299";"";"20,93";"46,11";"52,48";"64,78"
"SEZIONE 2300";"";"19,20";"48,77";"57,70";"69,82"
"SEZIONE 2301";"";"10,06";"34,04";"40,14";"54,47"
"SEZIONE 2302";"";"18,07";"42,54";"48,72";"61,54"
"SEZIONE 2303";"";"21,18";"41,18";"49,41";"58,82"
"SEZIONE 2304";"";"17,58";"41,96";"45,63";"60,19"
"SEZIONE 2305";"";"17,54";"40,35";"46,56";"56,14"
"SEZIONE 2306";"";"17,98";"47,81";"51,75";"62,28"
"SEZIONE 2307";"";"17,78";"36,14";"43,79";"55,45"
"SEZIONE 2308";"";"16,10";"37,58";"41,87";"53,53"
"SEZIONE 2309";"";"14,81";"39,30";"46,91";"59,05"
"SEZIONE 2310";"";"14,63";"39,88";"49,27";"61,59"
"SEZIONE 2311";"";"19,91";"41,22";"49,53";"61,29"
"SEZIONE 2312";"";"15,71";"42,87";"50,17";"61,39"
"SEZIONE 2313";"";"17,69";"39,96";"45,92";"58,45"
"SEZIONE 2314";"";"21,10";"41,34";"48,71";"59,69"
"SEZIONE 2315";"";"18,91";"26,74";"56,52";"69,57"
"SEZIONE 2316";"";"16,19";"41,14";"50,55";"60,39"
"SEZIONE 2317";"";"17,70";"43,77";"51,75";"63,04"
"SEZIONE 2318";"";"18,12";"48,45";"57,66";"66,47"
"SEZIONE 2319";"";"20,41";"51,29";"62,44";"74,79"
"SEZIONE 2320";"";"22,07";"49,23";"56,48";"65,28"
"SEZIONE 2321";"";"20,92";"49,11";"57,57";"67,51"
"SEZIONE 2322";"";"11,66";"31,73";"38,94";"48,89"
"SEZIONE 2323";"";"17,47";"45,87";"51,17";"59,59"
"SEZIONE 2324";"";"15,60";"48,43";"57,31";"69,66"
"SEZIONE 2325";"";"18,73";"39,47";"48,14";"62,69"
"SEZIONE 2326";"";"15,52";"36,64";"45,12";"56,00"
"SEZIONE 2327";"";"17,51";"46,39";"53,39";"65,86"
"SEZIONE 2328";"";"18,80";"44,77";"53,88";"63,57"
"SEZIONE 2329";"";"22,08";"44,35";"52,47";"63,07"
"SEZIONE 2330";"";"17,06";"46,26";"54,44";"64,95"
"SEZIONE 2331";"";"18,86";"44,66";"49,82";"61,21"
"SEZIONE 2332";"";"19,16";"43,69";"50,93";"63,55"
"SEZIONE 2333";"";"19,14";"44,03";"52,47";"65,84"
"SEZIONE 2334";"";"16,96";"47,61";"56,09";"67,39"
"SEZIONE 2335";"";"18,67";"48,44";"59,33";"69,11"
"SEZIONE 2336";"";"20,17";"50,18";"59,66";"70,60"
"SEZIONE 2337";"";"16,91";"46,84";"54,99";"68,00"
"SEZIONE 2338";"";"18,31";"41,63";"50,33";"63,37"
"SEZIONE 2339";"";"17,03";"47,43";"57,60";"72,06"
"SEZIONE 2340";"";"9,88";"23,15";"27,01";"37,04"
"SEZIONE 2341";"";"12,77";"26,56";"31,20";"43,40"
"SEZIONE 2342";"";"15,54";"33,78";"40,51";"53,49"
"SEZIONE 2343";"";"12,16";"27,25";"32,29";"41,51"
"SEZIONE 2344";"";"19,31";"41,94";"49,86";"60,14"
"SEZIONE 2345";"";"16,13";"41,98";"49,11";"61,32"
"SEZIONE 2346";"";"13,98";"36,67";"44,00";"53,84"
"SEZIONE 2347";"";"15,85";"41,02";"48,31";"59,83"
"SEZIONE 2348";"";"12,97";"34,35";"41,39";"53,08"
"SEZIONE 2349";"";"15,70";"36,63";"42,93";"52,25"
"SEZIONE 2350";"";"15,80";"43,03";"54,05";"67,46"
"SEZIONE 2351";"";"15,34";"35,34";"42,05";"53,56"
"SEZIONE 2352";"";"12,67";"38,94";"43,48";"56,71"
"SEZIONE 2353";"";"12,73";"41,30";"50,65";"63,51"
"SEZIONE 2354";"";"18,25";"50,15";"56,08";"65,43"
"SEZIONE 2355";"";"22,81";"50,83";"59,81";"73,05"
"SEZIONE 2356";"";"20,29";"45,36";"53,19";"66,67"
"SEZIONE 2357";"";"18,99";"44,99";"53,71";"69,05"
"SEZIONE 2358";"";"14,97";"45,80";"53,74";"64,40"
"SEZIONE 2359";"";"13,57";"45,72";"55,73";"66,89"
"SEZIONE 2360";"";"15,00";"45,67";"57,16";"69,43"
"SEZIONE 2361";"";"14,82";"44,64";"51,61";"65,91"
"SEZIONE 2362";"";"14,52";"44,65";"52,60";"66,54"
"SEZIONE 2363";"";"13,71";"44,70";"56,22";"69,38"
"SEZIONE 2364";"";"12,92";"43,00";"52,96";"67,26"
"SEZIONE 2365";"";"20,79";"49,14";"57,28";"68,30"
"SEZIONE 2366";"";"19,95";"49,08";"56,69";"68,50"
"SEZIONE 2367";"";"19,22";"49,33";"57,80";"71,37"
"SEZIONE 2368";"";"21,52";"49,33";"57,17";"68,27"
"SEZIONE 2369";"";"17,29";"45,53";"53,65";"66,24"
"SEZIONE 2370";"";"18,26";"43,22";"48,58";"61,31"
"SEZIONE 2371";"";"25,04";"43,85";"50,21";"64,78"
"SEZIONE 2372";"";"19,89";"41,90";"46,90";"60,47"
"SEZIONE 2373";"";"13,88";"42,40";"51,91";"68,20"
"SEZIONE 2374";"";"19,44";"42,33";"47,88";"61,38"
"SEZIONE 2375";"";"18,27";"42,53";"46,67";"58,80"
"SEZIONE 2376";"";"18,62";"40,97";"50,00";"62,18"
"SEZIONE 2377";"";"19,91";"46,61";"50,65";"63,20"
"SEZIONE 2378";"";"22,65";"50,67";"58,57";"70,64"
"SEZIONE 2379";"";"20,99";"43,94";"51,83";"65,63"
"SEZIONE 2380";"";"22,88";"50,82";"57,50";"68,95"
"SEZIONE 2381";"";"18,94";"46,68";"54,52";"67,43"
"SEZIONE 2382";"";"13,04";"30,61";"34,26";"47,30"
"SEZIONE 2383";"";"14,10";"35,68";"39,64";"50,13"
"SEZIONE 2384";"";"14,95";"34,17";"39,18";"53,02"
"SEZIONE 2385";"";"14,95";"36,23";"43,07";"55,91"
"SEZIONE 2386";"";"10,79";"32,01";"38,01";"50,84"
"SEZIONE 2387";"";"13,27";"34,77";"39,90";"50,95"
"SEZIONE 2388";"";"13,25";"37,75";"41,99";"53,77"
"SEZIONE 2389";"";"14,73";"34,49";"40,35";"51,78"
"SEZIONE 2390";"";"12,33";"35,88";"42,45";"56,06"
"SEZIONE 2391";"";"13,58";"35,53";"42,23";"54,33"
"SEZIONE 2392";"";"14,43";"40,74";"47,15";"58,54"
"SEZIONE 2393";"";"16,59";"45,73";"53,08";"65,64"
"SEZIONE 2394";"";"13,22";"33,71";"40,27";"47,35"
"SEZIONE 2395";"";"15,87";"40,29";"46,73";"61,04"
"SEZIONE 2396";"";"18,88";"41,10";"47,98";"61,16"
"SEZIONE 2397";"";"14,54";"39,58";"49,39";"62,70"
"SEZIONE 2398";"";"19,21";"40,51";"48,50";"60,76"
"SEZIONE 2399";"";"17,81";"44,13";"49,16";"62,97"
"SEZIONE 2400";"";"17,40";"43,38";"52,68";"65,44"
"SEZIONE 2401";"";"16,52";"38,60";"41,52";"53,80"
"SEZIONE 2402";"";"15,17";"42,20";"50,04";"64,28"
"SEZIONE 2403";"";"19,08";"38,26";"48,53";"61,64"
"SEZIONE 2404";"";"21,50";"39,00";"43,25";"57,25"
"SEZIONE 2405";"";"13,78";"43,20";"50,68";"63,27"
"SEZIONE 2406";"";"16,13";"36,64";"42,08";"55,88"
"SEZIONE 2407";"";"15,35";"40,53";"48,21";"61,72"
"SEZIONE 2408";"";"18,13";"38,43";"45,20";"56,83"
"SEZIONE 2409";"";"15,72";"43,88";"47,38";"58,99"
"SEZIONE 2410";"";"17,47";"42,29";"48,07";"58,67"
"SEZIONE 2411";"";"18,19";"32,29";"52,29";"63,73"
"SEZIONE 2412";"";"18,26";"42,02";"47,85";"60,51"
"SEZIONE 2413";"";"16,58";"41,33";"44,39";"54,34"
"SEZIONE 2414";"";"13,72";"38,07";"44,13";"59,83"
"SEZIONE 2415";"";"13,11";"41,97";"48,94";"62,79"
"SEZIONE 2416";"";"16,01";"43,72";"50,37";"62,44"
"SEZIONE 2417";"";"14,10";"46,73";"53,37";"66,47"
"SEZIONE 2418";"";"17,65";"38,80";"45,72";"59,44"
"SEZIONE 2419";"";"18,36";"38,40";"44,92";"59,23"
"SEZIONE 2420";"";"14,61";"38,48";"45,84";"58,67"
"SEZIONE 2421";"";"14,67";"38,22";"45,50";"58,32"
"SEZIONE 2422";"";"15,11";"39,29";"44,33";"58,06"
"SEZIONE 2423";"";"11,76";"33,54";"39,16";"52,35"
"SEZIONE 2424";"";"14,47";"33,76";"40,28";"51,49"
"SEZIONE 2425";"";"12,55";"36,43";"41,86";"53,56"
"SEZIONE 2426";"";"14,48";"35,37";"42,39";"57,01"
"SEZIONE 2427";"";"16,19";"37,47";"43,24";"55,65"
"SEZIONE 2428";"";"15,12";"38,23";"46,00";"57,02"
"SEZIONE 2429";"";"17,49";"38,69";"45,41";"58,48"
"SEZIONE 2430";"";"17,27";"46,69";"50,34";"62,35"
"SEZIONE 2431";"";"16,58";"49,01";"57,30";"66,85"
"SEZIONE 2432";"";"13,46";"43,65";"52,88";"67,12"
"SEZIONE 2433";"";"17,69";"42,15";"46,52";"59,64"
"SEZIONE 2434";"";"22,91";"51,00";"57,53";"69,73"
"SEZIONE 2435";"";"20,67";"50,30";"56,84";"70,06"
"SEZIONE 2436";"";"19,81";"47,12";"54,62";"69,62"
"SEZIONE 2437";"";"18,71";"48,39";"55,70";"68,42"
"SEZIONE 2438";"";"14,99";"47,23";"53,97";"68,22"
"SEZIONE 2439";"";"15,77";"46,55";"52,07";"62,94"
"SEZIONE 2440";"";"18,83";"48,85";"57,37";"69,27"
"SEZIONE 2441";"";"17,71";"42,41";"48,07";"59,97"
"SEZIONE 2442";"";"14,03";"33,97";"40,47";"52,88"
"SEZIONE 2443";"";"16,50";"39,54";"46,08";"58,17"
"SEZIONE 2444";"";"17,74";"37,90";"45,16";"59,48"
"SEZIONE 2445";"";"15,10";"35,69";"41,96";"53,73"
"SEZIONE 2446";"";"15,71";"32,45";"37,35";"52,86"
"SEZIONE 2447";"";"13,84";"40,59";"45,57";"57,93"
"SEZIONE 2448";"";"18,11";"40,66";"47,21";"61,46"
"SEZIONE 2449";"";"11,64";"38,66";"43,59";"58,19"
"SEZIONE 2450";"";"14,06";"39,94";"47,26";"56,96"
"SEZIONE 2451";"";"17,55";"42,42";"48,54";"58,51"
"SEZIONE 2452";"";"19,05";"46,85";"55,44";"67,05"
"SEZIONE 2453";"";"15,52";"39,46";"49,43";"64,18"
"SEZIONE 2454";"";"16,47";"43,76";"51,75";"68,22"
"SEZIONE 2455";"";"14,24";"37,06";"44,82";"55,18"
"SEZIONE 2456";"";"13,11";"43,78";"50,67";"60,22"
"SEZIONE 2457";"";"21,19";"47,72";"55,05";"66,73"
"SEZIONE 2458";"";"19,14";"50,66";"58,42";"70,13"
"SEZIONE 2459";"";"16,53";"40,00";"47,11";"57,02"
"SEZIONE 2460";"";"17,54";"44,36";"53,51";"65,04"
"SEZIONE 2461";"";"17,30";"46,37";"51,90";"66,09"
"SEZIONE 2462";"";"18,01";"44,38";"53,75";"65,99"
"SEZIONE 2463";"";"20,56";"30,47";"54,02";"70,84"
"SEZIONE 2464";"";"15,83";"32,85";"57,26";"66,89"
"SEZIONE 2465";"";"16,89";"43,40";"51,72";"64,12"
"SEZIONE 2466";"";"19,45";"50,17";"57,88";"71,00"
"SEZIONE 2467";"";"22,98";"45,01";"51,98";"64,60"
"SEZIONE 2468";"";"17,48";"45,12";"50,81";"65,99"
"SEZIONE 2469";"";"13,31";"44,48";"51,66";"64,45"
"SEZIONE 2470";"";"18,35";"47,68";"54,49";"68,12"
"SEZIONE 2471";"";"15,85";"37,99";"45,28";"61,13"
"SEZIONE 2472";"";"15,77";"39,59";"46,39";"59,59"
"SEZIONE 2473";"";"17,72";"46,16";"52,71";"66,82"
"SEZIONE 2474";"";"17,31";"46,64";"53,99";"66,46"
"SEZIONE 2475";"";"14,58";"39,83";"46,69";"59,56"
"SEZIONE 2476";"";"15,25";"42,23";"47,90";"60,70"
